image_id,parent_image,x_min,y_min,w,h,label_id,label,root_url,unique_image_jpg,score
63,FLIR1_20230318_213034_201_2538.jpg,222,11,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,222,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,227,16,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,228,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,233,11,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,240,12,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,242,19,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,245,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,247,14,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,250,22,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,251,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,251,37,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,256,15,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,257,27,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,261,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,261,23,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,262,42,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,262,32,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,262,29,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,263,13,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,266,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,267,28,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,268,23,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,269,16,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,272,10,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,272,37,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,274,24,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,275,18,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,280,26,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,280,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,285,24,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,286,18,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,289,28,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,290,22,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,294,21,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,295,38,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,295,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,299,27,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,300,14,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,301,23,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,304,37,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,304,16,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,305,29,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,309,22,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,311,29,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,311,11,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,314,42,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,317,31,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,317,24,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,318,15,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,319,18,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,319,38,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,321,44,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,323,27,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,324,49,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,325,10,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,325,38,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,327,58,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,327,31,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,327,15,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,328,41,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,328,37,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,330,25,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,332,31,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,333,38,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,333,51,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,333,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,334,13,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,334,58,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,336,65,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,338,24,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,339,34,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,339,17,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,339,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,341,53,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,341,46,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,341,60,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,343,51,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,343,12,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,345,56,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,345,66,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,345,36,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,346,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,347,47,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,347,29,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,347,18,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,352,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,353,42,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,354,30,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,354,25,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,357,9,6,6,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,357,11,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,361,14,6,7,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,362,62,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,362,23,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,372,56,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,376,20,8,9,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,388,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,398,9,6,7,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,399,89,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,399,14,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,401,121,6,7,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,401,109,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,402,125,6,7,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,403,20,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,405,13,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,405,97,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,405,112,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,405,104,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,408,120,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,408,125,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,409,30,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,411,114,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,411,105,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,412,94,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,415,84,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,416,19,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,416,112,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,417,120,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,418,11,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,418,133,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,419,93,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,421,107,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,421,137,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,423,123,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,424,16,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,425,119,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,426,138,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,428,148,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,428,9,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,429,127,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
63,FLIR1_20230318_213034_201_2538.jpg,429,131,6,8,0,[duck_goose],/data/local-files/?d=batch1_val_iimages/,FLIR1_20230318_213034_201_2538_tile_L.jpg,0.25
