id,image_id,unique_image_jpg,x_min,y_min,w,h,label,label_id,author,bbname,unique_image_path
35,63,FLIR1_20230318_213034_201_2538.jpg,262,32,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
36,63,FLIR1_20230318_213034_201_2538.jpg,262,29,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
37,63,FLIR1_20230318_213034_201_2538.jpg,263,13,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
38,63,FLIR1_20230318_213034_201_2538.jpg,266,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
39,63,FLIR1_20230318_213034_201_2538.jpg,267,28,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
40,63,FLIR1_20230318_213034_201_2538.jpg,268,23,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
41,63,FLIR1_20230318_213034_201_2538.jpg,269,16,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
42,63,FLIR1_20230318_213034_201_2538.jpg,272,10,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
43,63,FLIR1_20230318_213034_201_2538.jpg,272,37,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
44,63,FLIR1_20230318_213034_201_2538.jpg,274,24,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
45,63,FLIR1_20230318_213034_201_2538.jpg,275,18,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
46,63,FLIR1_20230318_213034_201_2538.jpg,280,26,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
47,63,FLIR1_20230318_213034_201_2538.jpg,280,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
48,63,FLIR1_20230318_213034_201_2538.jpg,285,24,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
49,63,FLIR1_20230318_213034_201_2538.jpg,286,18,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
50,63,FLIR1_20230318_213034_201_2538.jpg,289,28,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
51,63,FLIR1_20230318_213034_201_2538.jpg,290,22,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
52,63,FLIR1_20230318_213034_201_2538.jpg,294,21,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
53,63,FLIR1_20230318_213034_201_2538.jpg,295,38,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
54,63,FLIR1_20230318_213034_201_2538.jpg,295,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
55,63,FLIR1_20230318_213034_201_2538.jpg,299,27,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
56,63,FLIR1_20230318_213034_201_2538.jpg,300,14,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
57,63,FLIR1_20230318_213034_201_2538.jpg,301,23,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
58,63,FLIR1_20230318_213034_201_2538.jpg,304,37,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
59,63,FLIR1_20230318_213034_201_2538.jpg,304,16,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
60,63,FLIR1_20230318_213034_201_2538.jpg,305,29,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
61,63,FLIR1_20230318_213034_201_2538.jpg,309,22,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
62,63,FLIR1_20230318_213034_201_2538.jpg,311,29,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
63,63,FLIR1_20230318_213034_201_2538.jpg,311,11,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
64,63,FLIR1_20230318_213034_201_2538.jpg,314,42,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
65,63,FLIR1_20230318_213034_201_2538.jpg,317,31,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
66,63,FLIR1_20230318_213034_201_2538.jpg,317,24,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
67,63,FLIR1_20230318_213034_201_2538.jpg,318,15,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
68,63,FLIR1_20230318_213034_201_2538.jpg,319,18,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
69,63,FLIR1_20230318_213034_201_2538.jpg,319,38,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
70,63,FLIR1_20230318_213034_201_2538.jpg,321,44,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
71,63,FLIR1_20230318_213034_201_2538.jpg,323,27,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
72,63,FLIR1_20230318_213034_201_2538.jpg,324,49,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
73,63,FLIR1_20230318_213034_201_2538.jpg,325,10,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
74,63,FLIR1_20230318_213034_201_2538.jpg,325,38,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
75,63,FLIR1_20230318_213034_201_2538.jpg,327,58,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
76,63,FLIR1_20230318_213034_201_2538.jpg,327,31,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
77,63,FLIR1_20230318_213034_201_2538.jpg,327,15,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
78,63,FLIR1_20230318_213034_201_2538.jpg,328,41,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
79,63,FLIR1_20230318_213034_201_2538.jpg,328,37,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
80,63,FLIR1_20230318_213034_201_2538.jpg,330,25,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
81,63,FLIR1_20230318_213034_201_2538.jpg,332,31,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
82,63,FLIR1_20230318_213034_201_2538.jpg,333,38,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
83,63,FLIR1_20230318_213034_201_2538.jpg,333,51,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
84,63,FLIR1_20230318_213034_201_2538.jpg,333,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
85,63,FLIR1_20230318_213034_201_2538.jpg,334,13,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
86,63,FLIR1_20230318_213034_201_2538.jpg,334,58,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
87,63,FLIR1_20230318_213034_201_2538.jpg,336,65,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
88,63,FLIR1_20230318_213034_201_2538.jpg,338,24,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
89,63,FLIR1_20230318_213034_201_2538.jpg,339,34,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
90,63,FLIR1_20230318_213034_201_2538.jpg,339,17,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
91,63,FLIR1_20230318_213034_201_2538.jpg,339,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
92,63,FLIR1_20230318_213034_201_2538.jpg,341,53,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
93,63,FLIR1_20230318_213034_201_2538.jpg,341,46,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
94,63,FLIR1_20230318_213034_201_2538.jpg,341,60,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
95,63,FLIR1_20230318_213034_201_2538.jpg,343,51,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
96,63,FLIR1_20230318_213034_201_2538.jpg,343,12,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
97,63,FLIR1_20230318_213034_201_2538.jpg,345,56,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
98,63,FLIR1_20230318_213034_201_2538.jpg,345,66,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
99,63,FLIR1_20230318_213034_201_2538.jpg,345,36,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
100,63,FLIR1_20230318_213034_201_2538.jpg,346,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
101,63,FLIR1_20230318_213034_201_2538.jpg,347,47,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
102,63,FLIR1_20230318_213034_201_2538.jpg,347,29,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
103,63,FLIR1_20230318_213034_201_2538.jpg,347,18,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
104,63,FLIR1_20230318_213034_201_2538.jpg,352,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
105,63,FLIR1_20230318_213034_201_2538.jpg,353,42,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
106,63,FLIR1_20230318_213034_201_2538.jpg,354,30,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
107,63,FLIR1_20230318_213034_201_2538.jpg,354,25,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
108,63,FLIR1_20230318_213034_201_2538.jpg,357,9,6,6,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
109,63,FLIR1_20230318_213034_201_2538.jpg,357,11,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
110,63,FLIR1_20230318_213034_201_2538.jpg,361,14,6,7,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
111,63,FLIR1_20230318_213034_201_2538.jpg,362,62,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
112,63,FLIR1_20230318_213034_201_2538.jpg,362,23,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
113,63,FLIR1_20230318_213034_201_2538.jpg,372,56,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
114,63,FLIR1_20230318_213034_201_2538.jpg,376,20,8,9,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
115,63,FLIR1_20230318_213034_201_2538.jpg,388,9,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
116,63,FLIR1_20230318_213034_201_2538.jpg,398,9,6,7,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
117,63,FLIR1_20230318_213034_201_2538.jpg,399,89,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
118,63,FLIR1_20230318_213034_201_2538.jpg,399,14,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
119,63,FLIR1_20230318_213034_201_2538.jpg,401,121,6,7,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
120,63,FLIR1_20230318_213034_201_2538.jpg,401,109,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
121,63,FLIR1_20230318_213034_201_2538.jpg,402,125,6,7,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
122,63,FLIR1_20230318_213034_201_2538.jpg,403,20,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
123,63,FLIR1_20230318_213034_201_2538.jpg,405,13,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
124,63,FLIR1_20230318_213034_201_2538.jpg,405,97,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
125,63,FLIR1_20230318_213034_201_2538.jpg,405,112,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
126,63,FLIR1_20230318_213034_201_2538.jpg,405,104,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
127,63,FLIR1_20230318_213034_201_2538.jpg,408,120,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
128,63,FLIR1_20230318_213034_201_2538.jpg,408,125,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
129,63,FLIR1_20230318_213034_201_2538.jpg,409,30,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
130,63,FLIR1_20230318_213034_201_2538.jpg,411,114,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
131,63,FLIR1_20230318_213034_201_2538.jpg,411,105,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
132,63,FLIR1_20230318_213034_201_2538.jpg,412,94,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
133,63,FLIR1_20230318_213034_201_2538.jpg,415,84,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
134,63,FLIR1_20230318_213034_201_2538.jpg,416,19,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
135,63,FLIR1_20230318_213034_201_2538.jpg,416,112,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
136,63,FLIR1_20230318_213034_201_2538.jpg,417,120,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
137,63,FLIR1_20230318_213034_201_2538.jpg,418,11,6,8,duck_goose],0,bp,FLIR1_20230318_213034_201_2538_tile_L.jpg,C:/path_here/FLIR1_20230318_213034_201_2538.jpg
